7,-11.494865536563232
6,-11.76807531017841
9,-9.838644970328673
7,-12.958644884894687
10,-17.44267645107147
4,-12.253929996161721
7,-9.361724084358546
7,-9.550656184502346
4,-9.546219603132345
7,-9.966790927853344
9,-15.655907122351952
4,-15.156222206928469
2,-9.478945879890517
5,-7.7490978561369745
7,-13.711599067044492
6,-16.802293087421734
1,-11.688648998157435
5,-18.408473013922396
11,-7.824726322087167
8,-9.195683886656713
4,-15.443308843121397
8,-14.965967326955687
4,-13.419254395116727
2,-13.630398613336741
5,-14.409940626605922
6,-13.804433947857467
5,-7.772266432383749
8,-12.200977369373435
7,-10.227462406852323
9,-13.283100568907289
4,-8.051771489296998
5,-10.532868446248633
9,-9.447568382522025
11,-12.72137760510345
11,-9.49622531913735
8,-11.370505967055067
7,-7.793211881144439
7,-9.290572959231385
16,-6.27955841679948
8,-12.634046825256364
8,-21.21943748891478
11,-10.63513364100731
7,-13.311782374653967
11,-10.943086181403315
9,-22.99289812032916
9,-15.124777708449377
5,-15.933038007785168
11,-10.123533584681544
6,-10.726047171289077
6,-13.112695343562311
6,-10.519639777324755
5,-11.287877720365648
12,-12.294376493181929
7,-15.832969880573257
11,-10.840002752308353
11,-7.279856562649241
9,-10.109622351921795
8,-13.051501539153522
9,-9.69324736197215
7,-13.338690523462098
11,-19.148765824063737
4,-13.408059438118952
5,-9.437791021585422
7,-7.269678083754623
11,-11.468686722077225
7,-10.716420504152582
10,-11.938099454440586
8,-11.313717971423529
11,-17.128253409805684
5,-11.295373665334905
5,-12.027470442725063
7,-12.11284350513303
6,-7.806574805606781
9,-10.795149803250542
4,-7.39121467768566
8,-6.536407183577159
12,-8.792097500280443
10,-22.401299055771318
12,-8.820105056376384
9,-14.304228517663049
6,-9.795985907469516
10,-12.923861894959868
10,-7.880643480796483
5,-17.629229143166835
7,-11.29960757103678
1,-7.996777387449929
6,-9.05915862435572
7,-12.318244517247281
7,-10.732732833810196
10,-15.235664260195495
7,-9.431571399623012
11,-9.459846461185673
4,-16.31779787426848
7,-8.034305044336875
6,-9.559163270856848
11,-6.200324899668849
5,-10.4595938411387
6,-11.101665262339028
4,-14.093746827126688
5,-10.716125614379601
11,-12.814978640854005
9,-12.462878949982901
11,-9.284833290352351
4,-10.996847955588375
6,-12.86774604493982
10,-13.202473556709903
10,-6.818890081130015
7,-9.990568168791162
10,-12.25871192714516
8,-11.744193453904959
11,-6.298003488757049
5,-9.121004656451447
2,-7.070266809035854
5,-12.274284323101648
5,-11.887928709884118
7,-12.003931555754995
7,-8.337833719613524
5,-11.49859334621876
11,-7.525232100898895
10,-14.451584619210644
7,-11.35728561261956
7,-8.80013204095551
6,-11.313602198867184
7,-8.972771170349722
11,-14.608432105091534
7,-16.474744281572963
3,-10.400321581111859
3,-15.708364813451183
7,-15.650776727395057
2,-8.363054321304613
5,-17.744123377758857
3,-12.226090225260165
5,-12.204599583270276
4,-9.075146688157888
7,-22.78457695560932
19,-5.093647856636252
3,-11.698005806054454
6,-10.173892356532805
6,-12.277127450638138
6,-15.502071901487454
5,-9.298826674163921
5,-14.509548253476414
5,-11.751133274253798
7,-12.820386595813126
4,-11.999758323419256
6,-10.69065585518276
3,-11.763155574317867
6,-11.191695309739838
5,-9.574891380920981
5,-12.048378233612494
5,-8.488665313150225
5,-7.2615558097578665
5,-13.380027932173052
6,-14.650627100837498
8,-12.777305850307147
5,-15.843267122936737
4,-7.041111977882261
6,-15.609308089514883
7,-14.161306988641925
4,-17.14268982453867
5,-17.673667500420834
4,-9.630336414948937
5,-13.541531847505265
5,-16.625902191522137
8,-13.343219724098754
5,-11.500745842868369
5,-8.229274344473883
6,-12.238456278798951
4,-10.007377575126043
7,-12.768773448404172
7,-8.354649597743448
9,-10.462476842302548
3,-7.750506548405308
2,-9.934036161185725
3,-12.470357000074236
13,-7.1015830922799905
7,-12.062944387331044
6,-13.599710223091089
5,-16.36448919185981
3,-16.89965287211596
4,-8.373829791085178
5,-7.617218841435923
5,-12.218479535445246
5,-16.618217073231882
7,-8.641711581737644
3,-13.068595021649791
4,-7.49567942609419
9,-14.353455311362572
3,-6.525155675489985
4,-8.505262594493766
9,-8.274837463273071
5,-10.393589259070716
4,-12.900713917654999
5,-13.928383319073879
3,-7.9224652135683264
4,-7.8997036812929995
8,-7.667003973239804
9,-10.11871472445025
4,-12.14793178306625
7,-13.153725363364579
4,-16.25691994494048
3,-9.39600421225445
1,-15.3261526428755
3,-10.747417028489789
2,-12.474422497372263
4,-10.642824598008568
1,-13.12333343245321
3,-10.095262047865132
3,-13.473813875840378
3,-20.818582394735493
5,-10.56134764300474
5,-6.886035239251214
1,-7.145479851833706
1,-15.23445952736592
4,-14.953115592742591
4,-20.426212082712834
2,-8.479118674147756
5,-12.229673390339885
2,-14.432890153911218
2,-7.744657058818102
1,-14.35382894822872
1,-17.17449616782294
3,-13.115113077902798
3,-17.081124988131617
3,-10.363751606614283
4,-16.697300174832133
7,-9.269024645215367
3,-9.041834407569201
4,-16.701058364064693
4,-10.48780963643573
6,-15.1117756633073
7,-11.080304017794507
3,-7.868738249480183
6,-11.851359487856708
1,-11.234730010401872
1,-13.442945441705449
5,-10.638191778371569
4,-18.624302814377742
6,-13.030695921595363
3,-8.747625147949412
4,-14.85488451485159
5,-8.013807825427556
2,-7.90571546224008
1,-31.56158215382616
7,-10.642873731574047
8,-9.833552849055085
8,-11.75483111912682
6,-11.16418111130157
1,-10.544872758100047
6,-15.699607900037638
7,-8.457066471697255
8,-14.272244210749465
8,-14.244140226324797
8,-15.61698321341982
8,-12.49347706136578
7,-14.634000872823702
8,-10.012618797469301
8,-13.518296509103426
8,-9.706817512147651
8,-12.281643066060042
6,-17.989841468245995
6,-13.010904844211693
8,-9.388387245807857
8,-10.937161843824097
7,-15.418425933868608
8,-10.11811071132626
9,-9.084190457143794
8,-8.871665169773463
7,-10.696489386930175
5,-19.508526226103818
8,-11.61525942055539
8,-29.010278421994443
7,-13.059215871054919
7,-8.282606169959863
8,-13.47670148904645
8,-12.586174089862547
8,-14.44734062935637
8,-10.256737852560727
8,-8.267988409862038
8,-10.895479599751766
6,-12.717269420417361
4,-14.490714721761792
8,-10.706621648863228
8,-8.753829019667595
8,-10.06855487110092
8,-10.52801863939341
8,-9.719461713965464
8,-8.4924042507441
8,-15.361340733063372
7,-17.389636006702997
8,-9.63125225953223
8,-11.672702465670552
8,-11.599306146929123
8,-14.91789475253168
8,-13.976564380095878
5,-10.870144455732198
1,-8.555939540891583
6,-13.839217681049405
8,-11.835109803021117
6,-15.612394611890972
9,-8.909996428507927
4,-14.357133218567325
9,-8.918171358716338
8,-11.963458099453833
8,-8.509991339627154
8,-10.938036074893905
8,-10.571327937388673
8,-13.62607965168891
8,-10.806382472198697
8,-8.829750627389352
7,-9.934269936804855
1,-11.499914362891822
2,-10.34572746372764
7,-12.317814468813891
1,-14.412355940277944
3,-17.300044631124685
6,-11.820256032477284
6,-8.402300922275789
2,-15.806161775638046
7,-12.088469858155097
5,-10.230770659923385
7,-11.840423182846582
8,-18.04538557673974
5,-15.350992404931016
6,-18.231375790561955
7,-13.109987608264863
6,-13.606799352502527
7,-11.38582480189946
2,-11.848737273337903
3,-10.643905898299733
6,-10.706087686534456
8,-11.938226822742333
8,-16.22373102406848
3,-12.70435209379849
6,-12.5551271002323
2,-10.51860560860592
2,-11.733235544892228
1,-15.020928107377962
1,-8.259006477628894
8,-9.353040029804715
4,-18.227013162614895
1,-13.663694208340738
5,-14.17712320159712
8,-10.997377913335058
1,-20.66074307416172
6,-10.25316465746653
6,-9.472784056395472
6,-10.600950350596012
6,-8.280804664986018
8,-13.170483513982724
6,-10.341752089695063
8,-9.081963700899323
7,-7.924900174326706
2,-11.043096870992843
8,-10.95990665555402
2,-9.792267916872028
5,-16.855705974894096
8,-11.934043634856932
5,-17.70144758635755
12,-7.2390446508113255
6,-11.409062996534598
4,-6.953149340726438
5,-9.360823084543682
4,-15.63432018271797
7,-13.544257091354362
8,-12.965527106526872
8,-9.55420244693552
