1,-71.97772360528884
2,-39.315468059532094
3,-28.361077930019608
4,-22.846065946430702
5,-19.51207100895568
6,-17.271216972398776
7,-15.656445307195305
8,-14.43377230042624
9,-13.472922055090962
10,-12.695526802178444
11,-12.05155326842138
12,-11.50749656350596
13,-11.040005227594014
14,-10.632216142699852
15,-10.271520206682236
16,-9.948098686406212
17,-9.653822680987409
18,-9.381073081092136
19,-9.119940265676124
