1.0,-40.0,0.0005488474204171241
1.0,-39.0,0.0005488474204171241
1.0,-38.5,0.0021953896816684962
1.0,-37.5,0.0005488474204171241
1.0,-37.0,0.0021953896816684962
1.0,-36.5,0.0043907793633369925
1.0,-36.0,0.0027442371020856204
1.0,-35.5,0.0005488474204171241
1.0,-34.0,0.0021953896816684962
1.0,-33.5,0.0021953896816684962
1.0,-33.0,0.001646542261251372
1.0,-32.5,0.003293084522502744
1.0,-32.0,0.001646542261251372
1.0,-31.5,0.0027442371020856204
1.0,-31.0,0.0005488474204171241
1.0,-30.5,0.0038419319429198683
1.0,-30.0,0.005488474204171241
1.0,-29.5,0.0060373216245883645
1.0,-29.0,0.0060373216245883645
1.0,-28.5,0.004939626783754116
1.0,-28.0,0.001646542261251372
1.0,-27.5,0.009879253567508232
1.0,-27.0,0.004939626783754116
1.0,-26.5,0.014270032930845226
1.0,-26.0,0.014818880351262349
1.0,-25.5,0.01646542261251372
1.0,-25.0,0.019758507135016465
1.0,-24.5,0.02689352360043908
1.0,-24.0,0.019209659714599342
1.0,-23.5,0.04061470911086718
1.0,-23.0,0.03512623490669594
1.0,-22.5,0.052689352360043906
1.0,-22.0,0.057628979143798026
1.0,-21.5,0.06915477497255763
1.0,-21.0,0.07574094401756312
1.0,-20.5,0.09659714599341383
1.0,-20.0,0.11964873765093303
1.0,-19.5,0.10867178924259056
1.0,-19.0,0.15587266739846323
1.0,-18.5,0.1800219538968167
1.0,-18.0,0.24039517014270034
1.0,-17.5,0.26344676180021953
1.0,-17.0,0.31339187705817784
1.0,-16.5,0.3605927552140505
1.0,-16.0,0.4110867178924259
1.0,-15.5,0.4725576289791438
1.0,-15.0,0.557628979143798
1.0,-14.5,0.6437980241492866
1.0,-14.0,0.7063666300768386
1.0,-13.5,0.7821075740944018
1.0,-13.0,0.8205268935236004
1.0,-12.5,0.924807903402854
1.0,-12.0,0.9763995609220637
1.0,-11.5,1.0
1.0,-11.0,0.9709110867178924
1.0,-10.5,0.9346871569703622
1.0,-10.0,0.9484083424807903
1.0,-9.5,0.8644346871569704
1.0,-9.0,0.7332601536772777
1.0,-8.5,0.579582875960483
1.0,-8.0,0.44017563117453345
1.0,-7.5,0.2892425905598244
1.0,-7.0,0.15697036223929747
1.0,-6.5,0.07409440175631174
1.0,-6.0,0.024149286498353458
1.0,-5.5,0.004939626783754116
1.0,-5.0,0.0005488474204171241
2.0,-34.0,0.005681818181818182
