Q,Pgen,Ppost
4.387243,2.328883166807162e-13,1.0217375891728476e-12
2.5676217,7.39559459805771e-12,1.8989089232921202e-11
4.829405,0.0,0.0
4.555557,5.6408141236037036e-11,2.569704899244408e-10
2.7928224,2.5886992741241234e-09,7.229777218658728e-09
0.73966175,9.99981715418066e-11,7.396482287717134e-11
8.054339,1.8228966002623954e-13,1.468222792579678e-12
4.212074,4.401722713941381e-30,1.8540380931233656e-29
1.234413,2.3522923983330832e-11,2.9037003816110925e-11
0.2580368,3.123518238342412e-20,8.059826268446105e-21
2.5379431,2.0853481482550926e-09,5.2924949956181945e-09
1.878471,5.4308023439939e-10,1.020160480161742e-09
2.225041,4.675966378319235e-10,1.0404216497834087e-09
5.2541823,5.469949738483421e-13,2.874011330959613e-12
6.907602,4.641729602019356e-12,3.206321990879372e-11
2.0172293,5.270006844270493e-10,1.0630812315584045e-09
5.7444563,5.258186953606136e-15,3.0205425125941853e-14
2.2907631,6.020661564527153e-12,1.3791909588776236e-11
0.34103048,1.3226557372098592e-12,4.5106591892165975e-13
3.2339067,7.27841493518434e-22,2.3537715158429423e-21
3.9046185,1.0384798765625563e-12,4.054867739631081e-12
0.94361055,1.519825871134868e-14,1.4341237246050677e-14
0.76617867,9.837927221765115e-12,7.537609970179813e-12
20.577257,9.452968580165286e-151,1.9451616536516647e-149
1.6045952,6.27479985298622e-16,1.006851362671226e-15
5.66093,1.0788419369259722e-11,6.107248855065251e-11
5.2836843,6.692678755565776e-17,3.5362001355806054e-16
1.9747936,1.7566279719873765e-09,3.468977594719094e-09
0.54854804,1.7184815279736045e-15,9.426696787135381e-16
1.2626859,2.093897795713247e-10,2.6439352121477787e-10
1.4635822,5.695449238578472e-10,8.335757887883233e-10
6.6719446,8.468822144875354e-13,5.650351233220664e-12
2.301143,4.7721648013458034e-11,1.0981433298109932e-10
1.1795925,1.0531211868513421e-11,1.2422538432763819e-11
2.3138626,8.637544387301124e-11,1.9986090586940303e-10
1.6719426,2.689791531291955e-09,4.497177023872691e-09
2.5183702,1.917487209334445e-11,4.828942553908818e-11
1.1676797,1.0491996162696182e-15,1.2251290590383385e-15
0.82004654,1.356811017305162e-10,1.1126481857039997e-10
9.647004,1.356904005224202e-14,1.3090058539022472e-13
0.42150667,2.6165023693175057e-23,1.1028732088430371e-23
1.0543426,5.335215669871001e-10,5.625145307786102e-10
0.8617125,3.3860913752209062e-12,2.917837316160622e-12
1.0857166,7.317550912974693e-10,7.944786535513982e-10
2.190269,2.348256545731021e-12,5.143313500610844e-12
4.3807383,1.0258486149650337e-12,4.493974274864803e-12
3.892028,2.6827345043995235e-16,1.0441278058090176e-15
1.7436515,4.871070357750812e-09,8.493449181125497e-09
0.89900213,3.879662199833113e-11,3.487824599952667e-11
1.2553967,5.28988235551536e-12,6.640900978122387e-12
2.0131447,2.1235664528524614e-16,4.2750466165959585e-16
0.3219266,4.765785451776596e-12,1.5342330771791847e-12
1.7400093,1.286834242287862e-11,2.2391035592555594e-11
0.8879968,2.2142354347920925e-19,1.9662339645845984e-19
3.4230866,8.828162608607914e-11,3.02195655096911e-10
4.2317348,0.0,0.0
1.3990678,1.6524583300563218e-15,2.3119011735219044e-15
0.22818245,2.821279702029948e-16,6.43766514366347e-17
0.4636624,1.6940795191332192e-12,7.854809518143311e-13
2.1146014,2.2113433088720888e-09,4.676109598602378e-09
0.9591041,1.857859515393104e-09,1.781880716953482e-09
4.1112657,5.112001704160435e-11,2.1016797056762867e-10
1.7315538,3.873268284535562e-09,6.706772389214014e-09
2.539784,5.371264207757787e-09,1.3641850650889873e-08
0.6687062,1.2357082513308144e-10,8.263257426924374e-11
4.5286,4.487283779567711e-16,2.0321114293008144e-15
1.0921936,9.91767344038821e-10,1.0832019493348803e-09
1.4543986,3.829942578978761e-09,5.570263247695076e-09
0.54587686,1.454625985104693e-10,7.940466661231756e-11
4.8143587,3.8498400054455335e-10,1.8534510767107255e-09
0.8121253,9.24427930751545e-15,7.507513338882813e-15
1.3866996,2.1848579590617885e-15,3.0297415646039385e-15
0.76193583,1.6670451759290602e-10,1.270181449962835e-10
0.57452023,2.275997258337794e-14,1.3076064690070896e-14
3.0346117,8.252798975966714e-12,2.5044040346436098e-11
1.3119258,2.4359907142781744e-17,3.195838990746297e-17
0.49845847,7.657668146255415e-13,3.8170295852774867e-13
